label,log
9,[ERROR] Failed to execute goal on project hppc-template-processor: Could not resolve dependencies for project com.carrotsearch:hppc-template-processor:maven-plugin:0.7.1: Cannot access huaweicloud (https://mirrors.huaweicloud.com/repository/maven/) in offline mode and the artifact org.antlr:antlr-runtime:jar:3.5.2 has not been downloaded from it before.
1,ModuleNotFoundError: No module named 'javapackages'
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project httpasyncclient: There are test failures.
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
5,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory
5,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory
5,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory
5,error: #error no intrinsics file
5,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory
5,fatal error: asm/types.h: No such file or directory
5,fatal error: asm/types.h: No such file or directory
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'gi'
1,ModuleNotFoundError: No module named 'javapackages'
5,cp: cannot stat '/home/abuild/rpmbuild/SOURCES/patch.tar.gz': No such file or directory
4,src/github.com/boltdb/bolt/freelist.go:207:7: undefined: maxAllocSize
1,ModuleNotFoundError: No module named 'javapackages'
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project jackson-core: There are test failures.
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'six'
1,ModuleNotFoundError: No module named 'javapackages'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
10,lto-wrapper: fatal error: make returned 2 exit status
1,ModuleNotFoundError: No module named 'javapackages'
5,Missing makefile.
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project jboss-classfilewriter: There are test failures.
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project jboss-dmr: There are test failures.
1,ModuleNotFoundError: No module named 'javapackages'
6,[ 1373.695587][ T6235] Out of memory: Killed process 6199 (Setup) total-vm
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project jmock: There are test failures.
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project jnr-enxio: There are test failures.
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project joda-time: There are test failures.
4,[ERROR] /home/abuild/rpmbuild/BUILD/joni-joni-2.1.24/src/org/joni/Lexer.java:[30 30] cannot find symbol [ERROR]   symbol:   class EncodingError
1,ModuleNotFoundError: No module named 'six'
4,line 16: It's not recommended to have unversioned Obsoletes: Obsoletes:      libjose line 33: It's not recommended to have unversioned Obsoletes: Obsoletes:      libjose-devel
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity)
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project json-path: There are test failures.
9,[ERROR] Failed to execute goal on project jsoup: Could not resolve dependencies for project org.jsoup:jsoup:jar:1.14.2: Cannot access huaweicloud
9,[ERROR] Failed to execute goal on project tcl: Could not resolve dependencies for project org.jsr-305:tcl:jar:0.1-SNAPSHOT: Could not find artifact org.jsr-305:ri:jar:0.1-SNAPSHOT
1,ModuleNotFoundError: No module named 'six'
1,ModuleNotFoundError: No module named 'javapackages'
8,"[ERROR] [ERROR] Some problems were encountered while processing the POMs:
[ 2186s] [ERROR] Unresolveable build extension: Plugin org.apache.felix:maven-bundle-plugin:2.5.0 or one of its dependencies could not be resolved: Failed to read artifact descriptor for org.apache.felix:maven-bundle-plugin:jar:2.5.0 @"
7,error(10):  internal error: org.antlr.tool.Grammar.createLookaheadDFA(Grammar.java:1279): could not even do k=1 for decision 130; reason: timed out
4,./agent.go:733:17: undefined: initRootBusPath
1,ModuleNotFoundError: No module named 'javapackages'
3,Makefile:30: *** Unsupported architecture riscv64  check https://github.com/dynup/kpatch/#supported-architectures.  Stop.
7,Timeout:            25  
9,[ERROR] Failed to execute goal on project language-detector: Could not resolve dependencies for project com.optimaize.languagedetector:language-detector:jar:0.6: Cannot access huaweicloud
2,make[5]: *** [Makefile:966: test-suite.log] Error 1 make[4]: *** [Makefile:1074: check-TESTS] Error 2
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity)
1,ModuleNotFoundError: No module named 'javapackages'
4,error: 'SYS_eventfd' undeclared (first use in this function); did you mean 'SYS_eventfd2'?
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
4,error: 'struct user_regs_struct' declared inside parameter list will not be visible outside of this definition or declaration
10,ConnectionRefusedError: [Errno 111] Connection refused
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,generic' is not a recognized processor for this target (ignoring processor)
2,1/325 TESTS FAILED. (27 skipped)
1,ModuleNotFoundError: No module named 'SCons'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
5,error: File not found: /home/abuild/rpmbuild/BUILDROOT/libgexiv2-0.12.1-1.oe1.riscv64/usr/lib64/python3.8/site-packages/gi/overrides/GExiv2.py
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
3,Ruby  (< 3.2.dev  >= 2.6)  which is required by gem 'rails (~> 5.2)'  is not available in the local ruby installation
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
7,"Job seems to be stuck here, killed. (after 43200 seconds of inactivity)"
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
5,libmicrohttpd-tutorial.texi:115: @include: could not find chapters/websocket.inc
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
2,make[2]: *** [Makefile:519: check-TESTS] Error 1 make[1]: *** [Makefile:802: check-am] Error 2
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
2,make[3]: *** [Makefile:792: test-suite.log] Error 1 make[2]: *** [Makefile:900: check-TESTS] Error 2
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
5,fatal error: valgrind/valgrind.h: No such file or directory
1,ModuleNotFoundError: No module named 'Scons
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,configure: error: 'libgeos_c' (>= v.3.7.0) is required but it doesn't seem to be installed on this system. You may need to try re-running configure with a --disable-geos370 parameter.
1,configure: error: failed to find required module pywbem
1,ERROR: System library talloc of version 2.3.2 not found  and bundling disabled
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
4,error No architecture specific memory barrier definitions found!
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
9,[ERROR] Failed to execute goal on project jaxb2-basics: Could not resolve dependencies for project org.jvnet.jaxb2_commons:jaxb2-basics:jar:0.9.5: Cannot access huaweicloud
1,configure: error: Package requirements (xproto fixesproto >= 6.0 xextproto x11 >= 1.6) were not met:
1,"	configure: error: Package requirements (xproto >= 7.0.13 x11 >= 1.6 xextproto >= 7.0.3 xext >= 1.0.99.1 inputproto >= 2.3.99.1) were not met:"
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
10,/usr/lib/rpm/brp-digest-list: line 32: gen_digest_lists: command not found
4,/usr/include/c++/10.3.1/bits/atomic_base.h:443: undefined reference to `__atomic_exchange_1'
1,ModuleNotFoundError: No module named 'six'
1,ModuleNotFoundError: No module named 'encodings'
1,ModuleNotFoundError: No module named 'encodings'
1,ModuleNotFoundError: No module named 'encodings'
1,ModuleNotFoundError: No module named 'encodings'
1,ModuleNotFoundError: No module named 'encodings'
6,[ 3810.194259][T13007] Out of memory: Killed process 9949 (Setup) total-vm
1,ModuleNotFoundError: No module named 'encodings'
1,ModuleNotFoundError: No module named 'encodings'
1,ModuleNotFoundError: No module named 'encodings'
1,ModuleNotFoundError: No module named 'encodings'
1,ModuleNotFoundError: No module named 'encodings'
5,/bin/sh: line 21: cd: riscv64: No such file or directory
1,ModuleNotFoundError: No module named 'javapackages'
2,1 Test in 1 Category Failed
8,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.0:compile (default-compile) on project maven-archiver: Compilation failure
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
3,Package dependency requirement 'protobuf >= 2.6.0' could not be satisfied. Package 'protobuf' has version '2.5.0'  required version is '>= 2.6.0'
6,[ 2291.069182][ T8378] Out of memory: Killed process 8331 (Setup) total-vm
7,"Job seems to be stuck here, killed. (after 43200 seconds of inactivity)"
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
3,Error: unsupported machine: riscv64.
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project metadata-extractor: There are test failures.
1,ModuleNotFoundError: No module named 'javapackages'
7,Error: timeout of 50ms exceeded. Ensure the done() callback is being called in this test.
1,ModuleNotFoundError: No module named 'javapackages'
5,h2_conn_io.c:27:10: fatal error: http_ssl.h: No such file or directory
1,configure: error: Couldn't find libqmi-glib >= 1.26.0. Install it  or otherwise configure using --without-qmi to disable QMI support.
1,ModuleNotFoundError: No module named 'javapackages'
1,configure: error: cannot guess build type; you must specify one
3,ERROR: Unknown CPU type: riscv64
1,ModuleNotFoundError: No module named 'javapackages'
10,meson.build:285:2: ERROR: Automatic wrap-based subproject downloading is disabled
1,ModuleNotFoundError: No module named 'javapackages'
6,[ 3087.889015][T10606] Out of memory: Killed process 10548 (Setup) total-vm
1,ModuleNotFoundError: No module named 'javapackages'
3,[ERROR] unknown os.arch: riscv64
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,configure: error: introspection enabled but can't be used
3,configure: error: Package requirements (libnftnl >= 1.2.0) were not met: Package dependency requirement 'libnftnl >= 1.2.0' could not be satisfied. Package 'libnftnl' has version '1.1.8'  required version is '>= 1.2.0'
2,tests 19 pass  18 fail  1
4,events - events...[31mFatal error: (node:1146476) [DEP0111] DeprecationWarning: Access to process.binding('http_parser') is deprecated.
1,"gyp ERR! configure error  gyp ERR! stack Error: Can't find Python executable ""python""  you can set the PYTHON env variable."
5,find: 'debug': No such file or directory
5,find: 'debug': No such file or directory
2,8[31m Failed[39m  393 passed - Test Sync math/strict-legacy/css: [32mOK[39m
2,tests 1 fail  1
2,/var/tmp/rpm-tmp.qHJJr6: line 33: 149216 Aborted                 (core dumped) /usr/lib/node_modules/mocha/bin/mocha --recursive test
7,Error: timeout of 200ms exceeded
4,"TypeError [ERR_INVALID_ARG_TYPE]: The ""data"" argument must be of type string or an instance of Buffer  TypedArray  or DataView. Received an instance of SourceMapGenerator"
7,timeout test
2,tests 36 pass  34 fail  2
4,/usr/bin/ld: ./.libs/libnuma.so: undefined reference to `__atomic_fetch_and_1'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
3,Unable to find a spec satisfying nokogiri (>= 0) in the set. Perhaps the lockfile is corrupted? Found nokogiri (1.13.3-x86_64-linux)  nokogiri  (1.13.3-x86_64-linux)  nokogiri (1.13.3-x86_64-linux)  nokogiri  (1.13.3-x86_64-linux) that did not match the current platform.
5,error: File not found: /home/abuild/rpmbuild/BUILDROOT/oemaker-2.0.3-13.oe1.riscv64/etc/isocut/anaconda-ks.cfg
1,ModuleNotFoundError: No module named 'encodings'
1,configure: WARNING: valgrind.h not found configure: WARNING: Cannot compile this component configure: error: Cannot continue
1,ModuleNotFoundError: No module named 'javapackages'
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project openwebbeans-impl: Execution default-test of goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test failed. ConcurrentModificationException
1,configure: error: Could not find python module: gi
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
10,help2man: can't get `--help' info from /home/abuild/rpmbuild/BUILD/pacemaker-Pacemaker-2.0.5/tools/crm_shadow
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,configure: error: cannot guess build type; you must specify one
2,[ERROR] Tests run: 5  Failures: 0  Errors: 1  Skipped: 0  Time elapsed: 3 226.333 s <<< FAILURE! - in org.apache.pdfbox.encryption.TestSymmetricKeyEncryption
3,Alien::Build version 2.37 required--this is only version 2.28 at /usr/share/perl5/vendor_perl/Alien/Build.pm line 319.
2,Failed 14/29 test programs. 22/506 subtests failed.
2,Failed 2/18 test programs. 1958/9107 subtests failed.
2,Failed 11/11 test programs. 2/2 subtests failed.
4,"error: missing binary operator before token ""("" error: 'PerlInterpreter' {aka 'struct interpreter'} has no member named 'Tstack_base'; did you mean 'Istack_base'?"
4,"error: missing binary operator before token ""("""
6,[ 1726.067221][ T5580] Out of memory: Killed process 5580 (ghc) total-vm
4,"error: missing binary operator before token ""("""
4,"error: missing binary operator before token ""("""
1,ModuleNotFoundError: No module named 'flask_limiter'
1,ModuleNotFoundError: No module named 'javapackages'
8,ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.0:compile (default-compile) on project plexus-archiver: Compilation failure
1,ModuleNotFoundError: No module named 'javapackages'
9,[ERROR] [ERROR] Some problems were encountered while processing the POMs: [FATAL] Non-resolvable parent POM for org.sonatype.plexus:plexus-build-api:0.0.7: Could not transfer artifact org.sonatype.spice:spice-parent:pom:15 from/to huaweicloud
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
4,_build/src/github.com/containers/libpod/vendor/github.com/boltdb/bolt/freelist.go:204:17: undefined: maxAllocSize
1,ModuleNotFoundError: No module named 'six'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
8,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.0:testCompile (default-testCompile) on project protobuf-javalite: Compilation failure
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
2,444 failed  699 passed  44 skipped  220 deselected  7 warnings in 2403.54 seconds 
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
1,ModuleNotFoundError: No module named 'sipconfig'
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
3,distutils.errors.DistutilsError: Command '['/usr/bin/python3'  '-m'  'pip'  '--disable-pip-version-check'  'wheel'  '--no-deps'  '-w'  '/tmp/tmpqxseg00m'  '--quiet'  'setuptools-scm>=3.4']'
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
1,ModuleNotFoundError: No module named 'pytz'
2,13 skipped  11 deselected  28 warnings  6 error in 839.31 seconds
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babe
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babe
4,error: ‘EVBACKEND_LINUXAIO’ undeclared (first use in this function) error: ‘EVBACKEND_IOURING’ undeclared (first use in this function); did you mean ‘EVBACKEND_PORT’?
1,ModuleNotFoundError: No module named 'tornado'
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
3,distutils.errors.DistutilsError: Command '['/usr/bin/python3'  '-m'  'pip'  '--disable-pip-version-check'  'wheel'  '--no-deps'  '-w'  '/tmp/tmp0lyyfq1n'  '--quiet'  'setuptools_scm[toml]>=3.4.1']' returned non-zero exit status 1.
3,distutils.errors.DistutilsError: Command '['/usr/bin/python3'  '-m'  'pip'  '--disable-pip-version-check'  'wheel'  '--no-deps'  '-w'  '/tmp/tmp7j5_o2u2'  '--quiet'  'setuptools_scm[toml]>=3.4.1']' returned non-zero exit status 1.
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity)
4,AttributeError: 'NoneType' object has no attribute 'split'
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
1,ModuleNotFoundError: No module named 'pytz'
3,RuntimeError: Cannot cythonize with old Cython version (0.29.14 installed  needs 0.29.21)
1,pkg_resources.DistributionNotFound: The 'PasteDeploy' distribution was not found and is required by the application
2,FAILED Tests/oss-fuzz/test_fuzzers.py - AttributeError: 'Version' object has …
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
1,ModuleNotFoundError: No module named 'pytz'
3,distutils.errors.DistutilsError: Command '['/usr/bin/python3'  '-m'  'pip'  '--disable-pip-version-check'  'wheel'  '--no-deps'  '-w'  '/tmp/tmphjcf8wjt'  '--quiet'  'pytz>=2015.7']' returned non-zero exit status 1.
1,ModuleNotFoundError: No module named 'Image'
3,Error: This version of PyQt5 requires sip 4.19.23 or later.
1,ImportError: scipy is not installed.
1,ModuleNotFoundError: No module named 'pytz'
3,distutils.errors.DistutilsError: Command '['/usr/bin/python3'  '-m'  'pip'  '--disable-pip-version-check'  'wheel'  '--no-deps'  '-w'  '/tmp/tmp_c1huvz4'  '--quiet'  'setuptools_scm[toml]>=3.4']' returned non-zero exit status 1.
1,ModuleNotFoundError: No module named 'tornado'
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
1,ModuleNotFoundError: No module named 'werkzeug.middleware'
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
1,ERROR: Could not find a version that satisfies the requirement coverage>=5.0.3 (from versions: none)
1,RuntimeError: Missing build dependency: Unable to `import yaml`.
1,ModuleNotFoundError: No module named 'javapackages'
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
2,ESTS COMPLETE.  Summary: Total tests: 2133 Passes: 2129 Failures: 1 Unexpected Passes: 0 Expected Failures: 3
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
4,UnboundLocalError: local variable 'QtCore' referenced before assignment
4,qdeclarativepositionsource.cpp:283:49: error: 'errorOccurred' is not a member of 'QAbstractSocket'
4,debugging/qscriptdebuggerconsole.cpp:407:48: error: 'SkipEmptyParts' is not a member of 'Qt'
4,WARNING: /home/abuild/rpmbuild/BUILD/webkit-qtwebkit-23/Tools/qmake/mkspecs/features/use_all_in_one_files.prf:15: Unmatched parentheses are deprecated.
1,ModuleNotFoundError: No module named 'six'
6,[ 3657.404595][T11779] Out of memory: Killed process 11699 (Setup) total-vm
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
2,388 scenarios ([31m7 failed[0m  [36m4 skipped[0m  [32m377 passed[0m) 1832 steps ([31m7 failed[0m  [36m17 skipped[0m  [32m1808 passed[0m) 61m12.881s
5,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory
4,NoMethodError: undefined method `source_location' for #<Binding:0x0000002ac6508d18>
5,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory
2,rspec ./spec/builtin_contracts_spec.rb:440 # Contracts: StrictHash: when given an input with missing keys raises an error
2,cucumber features/docs/defining_steps/nested_steps.feature:111 # Scenario: Backtrace doesn't skip nested steps
5,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory
4,ruby: invalid option -:  (-h will show valid options) (RuntimeError)
5,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory
2,TestFiles#test_gfm_header_ids_to_html [/home/abuild/rpmbuild/BUILD/kramdown-parser-gfm-1.1.0/usr/share/gems/gems/kramdown-parser-gfm-1.1.0/test/test_files.rb:32]:
3,An error occurred while loading ./spec/sinatra_spec.rb. Failure/Error: require 'ruby2_keywords'
10,tee: /dev/stderr: Permission denied
5,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory
4,/home/abuild/rpmbuild/BUILD/rails-html-sanitizer-1.4.2/usr/share/gems/gems/rails-html-sanitizer-1.4.2/test/sanitizer_test.rb:184:in `<class:SanitizersTest>': uninitialized constant Loofah::HTML5::SafeList (NameError)
5,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory
2,594 tests  5247 assertions  1 failure
5,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory
2,1 tests  0 assertions  0 failures  1 errors
4,TZInfo::DataSources::TCZoneinfoDataSource#test_timezone_identifiers_excludes_those_that_cannot_be_utf8_encoded: NoMethodError: undefined method `call' for nil:NilClass
1,ERROR: Python module pytdb of version 1.4.3 not found  and bundling disabled
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity)
1,CMake Error at /usr/share/cmake/Modules/FindPackageHandleStandardArgs.cmake:230 (message): Could NOT find PY_yaml (missing: PY_YAML)
1,ModuleNotFoundError: No module named 'selinux'
1,ModuleNotFoundError: No module named 'javapackages'
4,Error: child killed by signal 6 (Aborted)
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'six'
1,ModuleNotFoundError: No module named 'javapackages'
6,[ 2442.198534][ T8997] Out of memory: Killed process 8950 (Setup) total-vm
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'six'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'six'
7,[java] error(10):  internal error: org.antlr.tool.Grammar.createLookaheadDFA(Grammar.java:1279): could not even do k=1 for decision 26; reason: timed out (>1000ms)
4,error: 'LIBECAP_VERSION' was not declared in this scope; did you mean 'SSL_SECOP_VERSION'?
2,make[4]: *** [Makefile:40491: test-suite.log] Error 1 make[3]: *** [Makefile:40599: check-TESTS] Error 2
1,ModuleNotFoundError: No module named 'javapackages'
9,[ERROR] [ERROR] Some problems were encountered while processing the POMs: [FATAL] Non-resolvable parent POM for org.jvnet.staxex:stax-ex:1.8: Could not transfer artifact net.java:jvnet-parent:pom:5 from/to huaweicloud
3,configure.ac:20: error: Autoconf version 2.70 or higher is required configure.ac:20: the top level
2,make[3]: *** [Makefile:698: test-suite.log] Error 1 make[2]: *** [Makefile:806: check-TESTS] Error 2
1,configure: error: Package requirements (luajit) were not met: Package 'luajit'  required by 'virtual:world'  not found
4,vendor/github.com/opencontainers/runc/libcontainer/init_linux.go:271:12: undefined: system.Setuid
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
5,tar: /home/abuild/rpmbuild/SOURCES/external-riscv64.tar.bz2: Cannot open: No such file or directory
1,ModuleNotFoundError: No module named 'javapackages'
1,configure: error: some requested system libraries failed
1,configure: error: failed to find required module fontforge
10,/home/abuild/rpmbuild/BUILD/pegasus/mak/config.mak:336: *** PEGASUS_PLATFORM environment variable must be set to one of the following:
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
